index,lvl1,lvl1_name,lvl2,lvl2_name,lvl3,lvl3_name,lvl4,lvl4_name,lvl5,lvl5_name,drug_name
3923,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX22,Alitretinoin,ALITRETINOIN
3924,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX23,Mitotane,MITOTANE
3925,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX24,Pegaspargase,PEGASPARGASE
3926,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX25,Bexarotene,BEXAROTENE
3927,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX27,Arsenic trioxide,ARSENIC TRIOXIDE
3928,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX29,Denileukin diftitox,DENILEUKIN DIFTITOX
3929,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX32,Bortezomib,BORTEZOMIB
3930,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX33,Celecoxib,CELECOXIB
3931,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX35,Anagrelide,ANAGRELIDE
3932,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX35,Anagrelide,ANAGRELIDE HYDROCHLORIDE
3933,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX35,Anagrelide,ANAGRELIDE HYDROCHLORIDE HYDRATE
3934,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX36,Oblimersen,OBLIMERSEN
3935,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX36,Oblimersen,OBLIMERSEN SODIUM
3936,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX37,Sitimagene ceradenovec,SITIMAGENE CERADENOVEC
3937,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX38,Vorinostat,VORINOSTAT
3938,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX39,Romidepsin,ROMIDEPSIN
3939,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX40,Omacetaxine mepesuccinate,OMACETAXINE MEPESUCCINATE
3940,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX41,Eribulin,ERIBULIN MESYLATE
3941,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX42,Panobinostat,PANOBINOSTAT
3942,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX42,Panobinostat,PANOBINOSTAT LACTATE
3943,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX43,Vismodegib,VISMODEGIB
3944,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX44,Aflibercept,AFLIBERCEPT
3945,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX45,Carfilzomib,CARFILZOMIB
3946,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX46,Olaparib,OLAPARIB
3947,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX47,Idelalisib,IDELALISIB
3948,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX48,Sonidegib,SONIDEGIB
3949,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX48,Sonidegib,SONIDEGIB PHOSPHATE
3950,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX49,Belinostat,BELINOSTAT
3951,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX50,Ixazomib,IXAZOMIB
3952,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX50,Ixazomib,IXAZOMIB CITRATE
3953,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX51,Talimogene laherparepvec,TALIMOGENE LAHERPAREPVEC
3954,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX52,Venetoclax,VENETOCLAX
3955,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX53,Vosaroxin,VOSAROXIN
3956,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX54,Niraparib,NIRAPARIB
3957,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX55,Rucaparib,RUCAPARIB
3958,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX55,Rucaparib,RUCAPARIB PHOSPHATE
3959,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX55,Rucaparib,RUCAPARIB CAMSYLATE
3960,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX56,Etirinotecan pegol,ETIRINOTECAN PEGOL
3961,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX56,Etirinotecan pegol,ETIRINOTECAN PEGOL TETRAHYDROCHLORIDE
3962,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX56,Etirinotecan pegol,ETIRINOTECAN PEGOL TETRATRIFLUTATE
3963,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX57,Plitidepsin,PLITIDEPSIN
3964,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX58,Epacadostat,EPACADOSTAT
3965,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX59,Enasidenib,ENASIDENIB
3966,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX59,Enasidenib,ENASIDENIB MESYLATE
3967,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX60,Talazoparib,TALAZOPARIB
3968,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX60,Talazoparib,TALAZOPARIB TOSYLATE
3969,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX60,Copanlisib,COPANLISIB
3970,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX60,Copanlisib,COPANLISIB HYDROCHLORIDE
3971,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,L01XX60,Copanlisib,COPANLISIB HYDROCHLORIDE HYDRATE
3972,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XY,Combinations of antineoplastic agents,L01XY01,Cytarabine and daunorubicin,DAUNORUBICIN AND CYTARABINE
3973,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AA,Estrogens,L02AA01,Diethylstilbestrol,DIETHYLSTILBESTROL
3974,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AA,Estrogens,L02AA01,Diethylstilbestrol,DIETHYLSTILBESTROL DIPHOSPHATE
3975,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AA,Estrogens,L02AA01,Diethylstilbestrol,HEXESTROL DIPHOSPHATE SODIUM
3976,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AA,Estrogens,L02AA02,Polyestradiol phosphate,POLYESTRADIOL PHOSPHATE
3977,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AA,Estrogens,L02AA03,Ethinylestradiol,ETHINYL ESTRADIOL
3978,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AA,Estrogens,L02AA03,Ethinylestradiol,ETHINYLESTRADIOL PROPANESULFONATE
3979,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AA,Estrogens,L02AA04,Fosfestrol,DIETHYLSTILBESTROL DIPHOSPHATE
3980,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AA,Estrogens,L02AA04,Fosfestrol,HEXESTROL DIPHOSPHATE SODIUM
3981,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AB,Progestogens,L02AB01,Megestrol,MEGESTROL
3982,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AB,Progestogens,L02AB01,Megestrol,MEGESTROL ACETATE
3983,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AB,Progestogens,L02AB02,Medroxyprogesterone,MEDROXYPROGESTERONE
3984,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AB,Progestogens,L02AB02,Medroxyprogesterone,MEDROXYPROGESTERONE ACETATE
3985,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AB,Progestogens,L02AB03,Gestonorone,GESTONORONE CAPROATE
3986,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE01,Buserelin,BUSERELIN
3987,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE01,Buserelin,BUSERELIN ACETATE
3988,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE02,Leuprorelin,LEUPRORELIN
3989,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE02,Leuprorelin,LEUPROLIDE ACETATE
3990,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE03,Goserelin,GOSERELIN
3991,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE03,Goserelin,GOSERELIN ACETATE
3992,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE04,Triptorelin,TRIPTORELIN
3993,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE04,Triptorelin,TRIPTORELIN PAMOATE
3994,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE04,Triptorelin,TRIPTORELIN ACETATE
3995,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE05,Histrelin,HISTRELIN
3996,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,L02AE05,Histrelin,HISTRELIN ACETATE
3997,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BA,Anti-estrogens,L02BA01,Tamoxifen,TAMOXIFEN
3998,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BA,Anti-estrogens,L02BA01,Tamoxifen,TAMOXIFEN CITRATE
3999,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BA,Anti-estrogens,L02BA02,Toremifene,TOREMIFENE
4000,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BA,Anti-estrogens,L02BA02,Toremifene,TOREMIFENE CITRATE
4001,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BA,Anti-estrogens,L02BA03,Fulvestrant,FULVESTRANT
4002,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgens,L02BB01,Flutamide,FLUTAMIDE
4003,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgens,L02BB02,Nilutamide,NILUTAMIDE
4004,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgens,L02BB03,Bicalutamide,BICALUTAMIDE
4005,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgens,L02BB04,Enzalutamide,ENZALUTAMIDE
4006,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgens,L02BB05,Apalutamide,APALUTAMIDE
4007,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors,L02BG01,Aminoglutethimide,AMINOGLUTETHIMIDE
4008,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors,L02BG02,Formestane,FORMESTANE
4009,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors,L02BG03,Anastrozole,ANASTROZOLE
4010,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors,L02BG04,Letrozole,LETROZOLE
4011,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors,L02BG05,Vorozole,VOROZOLE
4012,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BG,Aromatase inhibitors,L02BG06,Exemestane,EXEMESTANE
4013,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BX,Other hormone antagonists and related agents,L02BX01,Abarelix,ABARELIX
4014,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BX,Other hormone antagonists and related agents,L02BX02,Degarelix,DEGARELIX
4015,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BX,Other hormone antagonists and related agents,L02BX02,Degarelix,DEGARELIX ACETATE
4016,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BX,Other hormone antagonists and related agents,L02BX02,Degarelix,DEGARELIX ACETATE
4017,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BX,Other hormone antagonists and related agents,L02BX03,Abiraterone,ABIRATERONE ACETATE
4018,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA02,Filgrastim,FILGRASTIM
4019,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA03,Molgramostim,MOLGRAMOSTIM
4020,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA09,Sargramostim,SARGRAMOSTIM
4021,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA10,Lenograstim,LENOGRASTIM
4022,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA12,Ancestim,ANCESTIM
4023,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA13,Pegfilgrastim,PEGFILGRASTIM
4024,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA14,Lipegfilgrastim,LIPEGFILGRASTIM
4025,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA15,Balugrastim,BALUGRASTIM
4026,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,L03AA17,Pegteograstim,PEGTEOGRASTIM
4027,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB01,Interferon alfa natural,INTERFERON ALFA (NAMALWA)
4028,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB02,Interferon beta natural,INTERFERON BETA
4029,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB03,Interferon gamma,INTERFERON GAMMA-1B
4030,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB03,Interferon gamma,INTERFERON GAMMA-1A (GENETICAL RECOMBINATION)
4031,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB03,Interferon gamma,INTERFERON GAMMA-N1
4032,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB04,Interferon alfa-2a,INTERFERON ALFA-2A
4033,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB05,Interferon alfa-2b,INTERFERON ALFA-2B
4034,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB06,Interferon alfa-n1,INTERFERON ALFA-N1
4035,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB07,Interferon beta-1a,INTERFERON BETA-1A
4036,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,L03AB08,Interferon beta-1b,INTERFERON BETA-1B
