,d1r1,d1r0,d0r1,d0r0,ROR,SE,CI95min,CI95max
CHLORINE DIOXIDE\WATER,0,0,205,36844,,,,
CHLORMADINONE,0,0,205,36844,,,,
CHLORMADINONE ACETATE,0,4,205,36840,,,,
CHLORMADINONE ACETATE\ETHINYL ESTRADIOL,0,0,205,36844,,,,
CHLORMADINONE ACETATE\MESTRANOL,0,0,205,36844,,,,
CHLORMADINONE\ETHINYL ESTRADIOL,0,0,205,36844,,,,
CHLORMEZANONE,0,0,205,36844,,,,
CHLORMEZANONE\IBUPROFEN\METAMIZOLE SODIUM,0,0,205,36844,,,,
CHLORMEZANONE\METAMIZOLE SODIUM,0,0,205,36844,,,,
CHLOROBUTANOL,0,0,205,36844,,,,
CHLOROBUTANOL\CHLOROFORM,0,0,205,36844,,,,
CHLOROBUTANOL\HEXETIDINE\PROPIONIC ACID,0,0,205,36844,,,,
CHLOROBUTANOL\NAPHAZOLINE\PHENYLEPHRINE,0,0,205,36844,,,,
CHLOROBUTANOL\PHENOL\RESORCINOL\THYMOL,0,0,205,36844,,,,
CHLOROBUTANOL\TROPICAMIDE,0,0,205,36844,,,,
CHLOROCRESOL,0,0,205,36844,,,,
CHLOROCRESOL\CLOBETASONE BUTYRATE\MICONAZOLE NITRATE,0,0,205,36844,,,,
CHLORODEHYDROMETHYLTESTOSTERONE,0,0,205,36844,,,,
CHLOROFORM,0,0,205,36844,,,,
CHLOROFORM\CITRIC ACID MONOHYDRATE\CODEINE PHOSPHATE\IPECAC\PROMETHAZINE HYDROCHLORIDE\SODIUM CITRATE\SULFOGAIACOL,0,0,205,36844,,,,
CHLOROFORM\CODEINE PHOSPHATE\DRIMIA MARITIMA BULB,0,0,205,36844,,,,
CHLOROPROCAINE,0,0,205,36844,,,,
CHLOROPROCAINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLOROPYRAMINE,0,2,205,36842,,,,
CHLOROPYRAMINE HYDROCHLORIDE,0,5,205,36839,,,,
CHLOROQUINE,0,0,205,36844,,,,
CHLOROQUINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLOROQUINE PHOSPHATE,0,0,205,36844,,,,
CHLOROQUINE PHOSPHATE\HYDROXYCHLOROQUINE SULFATE\QUINACRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLOROQUINE SULFATE,0,0,205,36844,,,,
CHLOROQUINE\CHLOROQUINE PHOSPHATE,0,0,205,36844,,,,
CHLOROQUINE\HYDROXYCHLOROQUINE,0,0,205,36844,,,,
CHLOROQUINE\PROGUANIL HYDROCHLORIDE,0,0,205,36844,,,,
CHLOROTHIAZIDE,0,2,205,36842,,,,
CHLOROTHIAZIDE SODIUM,0,0,205,36844,,,,
CHLOROTRIANISENE,0,0,205,36844,,,,
CHLOROXINE,0,0,205,36844,,,,
CHLOROXINE\TRIAMCINOLONE ACETONIDE,0,0,205,36844,,,,
CHLOROXYLENOL,0,0,205,36844,,,,
CHLOROXYLENOL\HYDROCORTISONE\PRAMOXINE,0,0,205,36844,,,,
CHLOROXYLENOL\HYDROCORTISONE\PRAMOXINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLOROXYLENOL\TRICLOSAN,0,0,205,36844,,,,
CHLORPHENESIN,0,0,205,36844,,,,
CHLORPHENESIN CARBAMATE,0,1,205,36843,,,,
CHLORPHENIRAMINE,0,26,205,36818,,,,
CHLORPHENIRAMINE HYDROCHLORIDE,0,1,205,36843,,,,
CHLORPHENIRAMINE HYDROCHLORIDE\HYDROCODONE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE,0,127,205,36717,,,,
CHLORPHENIRAMINE MALEATE\CODEINE PHOSPHATE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\CODEINE PHOSPHATE ANHYDROUS,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\CODEINE PHOSPHATE\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\CODEINE PHOSPHATE\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HBR/GUAIFENESIN/METHYLEPHEDRINE HCL,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN\PHENYLEPHRINE,0,0,205,36844,,,,
"CHLORPHENIRAMINE MALEATE\DIHYDROCODEINE PHOSPHATE\METHYLEPHEDRINE HYDROCHLORIDE, (+/-)-",0,0,205,36844,,,,
"CHLORPHENIRAMINE MALEATE\DIHYDROCODEINE PHOSPHATE\METHYLEPHEDRINE HYDROCHLORIDE, DL-",0,2,205,36842,,,,
"CHLORPHENIRAMINE MALEATE\DIHYDROCODEINE\METHYLEPHEDRINE HYDROCHLORIDE, DL-",0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\HYDROCODONE BITARTRATE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\HYDROCODONE BITARTRATE\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\HYDROCODONE BITARTRATE\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\HYDROCODONE\PHENYLEPHRINE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\IBUPROFEN\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\IBUPROFEN\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\METHSCOPOLAMINE NITRATE\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\METHSCOPOLAMINE NITRATE\PHENYLEPHRINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\METHSCOPOLAMINE NITRATE\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
"CHLORPHENIRAMINE MALEATE\METHYLEPHEDRINE HYDROCHLORIDE, (+/-)-\PHENOBARBITAL",0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\NITRAZEPAM\PHENOBARBITAL\PYRIDOXINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\PHENYLEPHRINE HYDROCHLORIDE\PHENYLPROPANOLAMINE HYDROCHLORIDE\PHENYLTOLOXAMINE CITRATE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\PHENYLEPHRINE\PHENYLPROPANOLAMINE\PHENYLTOLOXAMINE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\PHENYLPROPANOLAMINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE MALEATE\SCOPOLAMINE HYDROBROMIDE,0,0,205,36844,,,,
"CHLORPHENIRAMINE MALEAT\DIHYDROCODEINE PHOSPHATE\METHYLEPHEDRINE HYDROCHLORIDE, DL-",0,0,205,36844,,,,
CHLORPHENIRAMINE TANNATE,0,0,205,36844,,,,
CHLORPHENIRAMINE TANNATE\PHENYLEPHRINE TANNATE,0,0,205,36844,,,,
CHLORPHENIRAMINE TANNATE\PHENYLEPHRINE TANNATE\PYRILAMINE TANNATE,0,0,205,36844,,,,
CHLORPHENIRAMINE\?TRIAMCINOLONE,0,0,205,36844,,,,
CHLORPHENIRAMINE\CHLORPHENIRAMINE MALEATE\HYDROCODONE\HYDROCODONE BITARTRATE,0,0,205,36844,,,,
CHLORPHENIRAMINE\CODEINE\EPHEDRINE,0,0,205,36844,,,,
"CHLORPHENIRAMINE\CODEINE\GLYCYRRHIZIN\METHYLEPHEDRINE HYDROCHLORIDE, (+/-)-",0,0,205,36844,,,,
CHLORPHENIRAMINE\DEXAMETHASONE,0,0,205,36844,,,,
CHLORPHENIRAMINE\DEXTROMETHORPHAN,0,0,205,36844,,,,
CHLORPHENIRAMINE\DEXTROMETHORPHAN HYDROBROMIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENIRAMINE\DEXTROMETHORPHAN\PHENYLEPHRINE,0,0,205,36844,,,,
CHLORPHENIRAMINE\DIHYDROCODEINE\METHYLEPHEDRINE,0,0,205,36844,,,,
CHLORPHENIRAMINE\GUAIFENESIN\PSEUDOEPHEDRINE,0,0,205,36844,,,,
CHLORPHENIRAMINE\HYDROCODONE,0,3,205,36841,,,,
CHLORPHENIRAMINE\METHSCOPOLAMINE\PHENYLEPHRINE,0,0,205,36844,,,,
CHLORPHENIRAMINE\NEOSTIGMINE METILSULFATE\POTASSIUM\TETRAHYDROZOLINE\VITAMINS,0,0,205,36844,,,,
CHLORPHENIRAMINE\NITRAZEPAM\PHENOBARBITAL\PHENYLPROPANOLAMINE\PYRIDOXINE,0,0,205,36844,,,,
CHLORPHENIRAMINE\PHENYLEPHRINE,0,0,205,36844,,,,
CHLORPHENIRAMINE\PHENYLEPHRINE\PHENYLTOLOXAMINE,0,0,205,36844,,,,
CHLORPHENIRAMINE\PHENYLPROPANOLAMINE,0,0,205,36844,,,,
CHLORPHENIRAMINE\PSEUDOEPHEDRINE,0,0,205,36844,,,,
CHLORPHENOXAMINE,0,0,205,36844,,,,
CHLORPHENOXAMINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPHENTERMINE,0,0,205,36844,,,,
CHLORPROMAZINE,0,34,205,36810,,,,
CHLORPROMAZINE HIBENZATE,0,0,205,36844,,,,
CHLORPROMAZINE HYDROCHLORIDE,0,12,205,36832,,,,
CHLORPROMAZINE HYDROCHLORIDE\PHENOBARBITAL\PROMETHAZINE,0,0,205,36844,,,,
CHLORPROMAZINE HYDROCHLORIDE\PHENOBARBITAL\PROMETHAZINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPROMAZINE PAMOATE,0,0,205,36844,,,,
CHLORPROMAZINE\CHLORPROMAZINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORPROMAZINE\PROMETHAZINE,0,0,205,36844,,,,
CHLORPROPAMIDE,0,0,205,36844,,,,
CHLORPROTHIXENE,0,0,205,36844,,,,
CHLORPROTHIXENE ACETATE,0,0,205,36844,,,,
CHLORPROTHIXENE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORQUINALDOL,0,0,205,36844,,,,
CHLORQUINALDOL\DIFLUCORTOLONE,0,0,205,36844,,,,
CHLORQUINALDOL\METRONIDAZOLE,0,0,205,36844,,,,
CHLORTETRACYCLINE,0,1,205,36843,,,,
CHLORTETRACYCLINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORTETRACYCLINE\CLOBETASONE\NYSTATIN,0,0,205,36844,,,,
CHLORTHALIDONE,0,27,205,36817,,,,
CHLORTHALIDONE\CILNIDIPINE,0,0,205,36844,,,,
CHLORTHALIDONE\CLONIDINE HYDROCHLORIDE,0,0,205,36844,,,,
CHLORTHALIDONE\RESERPINE,0,0,205,36844,,,,
CHLORTHALIDONE\SPIRONOLACTONE,0,0,205,36844,,,,
CHLORTHALIDONE\TELMISARTAN,0,0,205,36844,,,,
CHLORTHEOPHYLLINE,0,0,205,36844,,,,
CHLORZOXAZONE,0,1,205,36843,,,,
CHLORZOXAZONE\TRAMADOL HYDROCHLORIDE,0,0,205,36844,,,,
CHOLECALCIFEROL\CHOLESTEROL,0,0,205,36844,,,,
CHOLECALCIFEROL\CYANOCOBALAMIN CO-57\FOLIC ACID\PYRIDOXINE HYDROCHLORIDE,0,0,205,36844,,,,
CHOLECALCIFEROL\CYANOCOBALAMIN\DOCONEXENT\FOLIC ACID\ICOSAPENT\OMEGA-3 FATTY ACIDS\PYRIDOXINE HYDROCHLORIDE\SOY STEROL,0,0,205,36844,,,,
CHOLECALCIFEROL\CYANOCOBALAMIN\FOLIC ACID\IODINE\IRON\LEVOMEFOLATE CALCIUM\PYRIDOXINE HYDROCHLORIDE,0,0,205,36844,,,,
CHOLECALCIFEROL\CYANOCOBALAMIN\FOLIC ACID\PYRIDOXINE HYDROCHLORIDE,0,0,205,36844,,,,
CHOLECALCIFEROL\FISH OIL,0,0,205,36844,,,,
CHOLECALCIFEROL\FOLIC ACID,0,0,205,36844,,,,
CHOLECALCIFEROL\GENISTEIN\ZINC GLYCINATE,0,0,205,36844,,,,
CHOLECALCIFEROL\IRON,0,0,205,36844,,,,
CHOLECALCIFEROL\MENADIONE,0,0,205,36844,,,,
CHOLECALCIFEROL\OMEGA-3 FATTY ACIDS,0,0,205,36844,,,,
CHOLECALCIFEROL\RETINOL,0,0,205,36844,,,,
CHOLECALCIFEROL\RISEDRONATE SODIUM,0,0,205,36844,,,,
CHOLECALCIFEROL\ROSUVASTATIN CALCIUM,0,0,205,36844,,,,
CHOLECALCIFEROL\SODIUM FLUORIDE,0,0,205,36844,,,,
CHOLECALCIFEROL\UBIDECARENONE,0,0,205,36844,,,,
CHOLECYSTOKININ,0,0,205,36844,,,,
CHOLERA VACCINE,0,0,205,36844,,,,
CHOLESTEROL,0,0,205,36844,,,,
CHOLESTYRAMINE,0,5,205,36839,,,,
CHOLESTYRAMINE\DICLOFENAC,0,0,205,36844,,,,
CHOLIC ACID,0,0,205,36844,,,,
CHOLINE,0,0,205,36844,,,,
CHOLINE ALFOSCERATE,0,7,205,36837,,,,
CHOLINE BITARTRATE,0,0,205,36844,,,,
CHOLINE BITARTRATE\CYANOCOBALAMIN\CYSTEINE\INOSITOL\MAMMAL LIVER,0,0,205,36844,,,,
CHOLINE BITARTRATE\CYSTEINE\INOSITOL\MAMMAL LIVER,0,1,205,36843,,,,
CHOLINE BITARTRATE\CYSTINE,0,0,205,36844,,,,
CHOLINE BITARTRATE\INOSITOL\RACEMETHIONINE,0,0,205,36844,,,,
CHOLINE CHLORIDE,0,0,205,36844,,,,
CHOLINE CHLORIDE\CYANOCOBALAMIN\INOSITOL\METHIONINE,0,0,205,36844,,,,
CHOLINE FENOFIBRATE,0,0,205,36844,,,,
CHOLINE MAGNESIUM TRISALICYLATE,0,0,205,36844,,,,
CHOLINE SALICYLATE,0,3,205,36841,,,,
CHOLINE SALICYLATE\MAGNESIUM SALICYLATE,0,0,205,36844,,,,
CHOLINE\CITALOPRAM HYDROBROMIDE,0,0,205,36844,,,,
CHOLINE\CYANOCOBALAMIN\INOSITOL\LIDOCAINE\METHIONINE,0,0,205,36844,,,,
CHOLINE\DIAZEPAM,0,0,205,36844,,,,
CHOLINE\FLUOXETINE HYDROCHLORIDE,0,0,205,36844,,,,
CHOLINE\INOSITOL,0,0,205,36844,,,,
CHOLINE\INOSITOL\LEVOCARNITINE\LEUCINE\LIDOCAINE\VITAMIN B COMPLEX,0,0,205,36844,,,,
CHOLINE\INOSITOL\METHIONINE,0,0,205,36844,,,,
CHOLINE\INOSITOL\METHIONINE\VITAMIN B COMPLEX,0,0,205,36844,,,,
CHOLINE\INOSITOL\VITAMINS,0,0,205,36844,,,,
CHOLINE\RANITIDINE HYDROCHLORIDE,0,0,205,36844,,,,
CHOLINE\TRAZODONE HYDROCHLORIDE,0,0,205,36844,,,,
CHONDROITIN,0,1,205,36843,,,,
CHONDROITIN SULFATE (BOVINE),0,18,205,36826,,,,
CHONDROITIN SULFATE (BOVINE)\DIMETHYL SULFONE\GLUCOSAMINE SULFATE,0,0,205,36844,,,,
CHONDROITIN SULFATE (BOVINE)\GLUCOSAMINE HYDROCHLORIDE,0,3,205,36841,,,,
CHONDROITIN SULFATE (BOVINE)\GLUCOSAMINE SULFATE,0,1,205,36843,,,,
CHONDROITIN SULFATE (BOVINE)\HYALURONATE SODIUM,0,0,205,36844,,,,
CHONDROITIN SULFATE (BOVINE)\SODIUM SALICYLATE,0,0,205,36844,,,,
CHONDROITIN SULFATE (CHICKEN),0,0,205,36844,,,,
CHONDROITIN SULFATE (CHICKEN)\GLUCOSAMINE HYDROCHLORIDE,0,0,205,36844,,,,
CHONDROITIN SULFATE (CHICKEN)\SODIUM SALICYLATE,0,0,205,36844,,,,
CHONDROITIN SULFATE - IRON COLLOID,0,0,205,36844,,,,
CHONDROITIN SULFATE A\DIMETHYL SULFONE\GLUCOSAMINE,0,0,205,36844,,,,
CHONDROITIN SULFATE A\GLUCOSAMINE,0,0,205,36844,,,,
CHONDROITIN SULFATE A\HYALURONATE SODIUM,0,0,205,36844,,,,
CHONDROITIN SULFATE SODIUM (BOVINE),0,0,205,36844,,,,
CHONDROITIN SULFATE SODIUM NOS,0,0,205,36844,,,,
CHONDROITIN SULFATE SODIUM NOS\HYALURONATE SODIUM,0,0,205,36844,,,,
CHONDROITIN SULFATE SODIUM NOS\SODIUM BROMIDE\SODIUM SALICYLATE,0,0,205,36844,,,,
CHONDRUS CRISPUS\PARAFFIN\PHENOLPHTHALEIN,0,0,205,36844,,,,
CHORIOGONADOTROPIN ALFA,0,0,205,36844,,,,
CHROMATE,0,0,205,36844,,,,
CHROMIC CATION\CUPRIC CATION\FERROUS CATION\FLUORIDE ION\IODIDE ION\MANGANESE CATION (2+)\SODIUM SELENIDE\ZINC CATION,0,0,205,36844,,,,
CHROMIC CHLORIDE,0,0,205,36844,,,,
CHROMIC CHLORIDE\CHROMIUM,0,0,205,36844,,,,
CHROMIC CHLORIDE\CUPRIC CHLORIDE\MANGANESE CHLORIDE\ZINC CHLORIDE,0,0,205,36844,,,,
CHROMIC CHLORIDE\CUPRIC SULFATE\MANGANESE SULFATE\SELENIOUS ACID\ZINC SULFATE HEPTAHYDRATE,0,0,205,36844,,,,
CHROMIC CHLORIDE\CUPRIC SULFATE\MANGANESE SULFATE\ZINC SULFATE HEPTAHYDRATE,0,0,205,36844,,,,
CHROMIC CHLORIDE\CUPROUS CHLORIDE\FERRIC CHLORIDE\MANGANESE CHLORIDE\POTASSIUM IODIDE\SODIUM FLUORIDE\SODIUM MOLYBDATE DIHYDRATE\SODIUM SELENITE\ZINC CHLORIDE,0,4,205,36840,,,,
CHROMIC POTASSIUM SULFATE,0,0,205,36844,,,,
CHROMIUM PICOLINATE,0,0,205,36844,,,,
CHROMIUM PICOLINATE\GLICLAZIDE,0,0,205,36844,,,,
CHROMIUM\CITRIC ACID MONOHYDRATE\GYMNEMA SYLVESTRE LEAF EXTRACT,0,0,205,36844,,,,
CHRYSIN,0,0,205,36844,,,,
CHYMOPAPAIN,0,0,205,36844,,,,
CHYMOTRYPSIN,0,5,205,36839,,,,
CHYMOTRYPSIN\NEOMYCIN PALMITATE\TRYPSIN,0,0,205,36844,,,,
CHYMOTRYPSIN\TRYPSIN,0,0,205,36844,,,,
CIBISATAMAB,0,0,205,36844,,,,
CICLESONIDE\FORMOTEROL FUMARATE\TIOTROPIUM BROMIDE,0,0,205,36844,,,,
CICLETANINE,0,0,205,36844,,,,
CICLETANINE HYDROCHLORIDE,0,1,205,36843,,,,
CICLOPIROX,0,3,205,36841,,,,
CICLOPIROX OLAMINE,0,0,205,36844,,,,
CICLOPIROX\CICLOPIROX OLAMINE,0,0,205,36844,,,,
CICLOPIROX\FLUCONAZOLE\TERBINAFINE,0,0,205,36844,,,,
CIDOFOVIR,0,6,205,36838,,,,
CIFENLINE,0,0,205,36844,,,,
CIFENLINE SUCCINATE,0,0,205,36844,,,,
CIFORADENANT,0,0,205,36844,,,,
CILASTATIN,0,1,205,36843,,,,
CILASTATIN SODIUM,0,1,205,36843,,,,
CILASTATIN SODIUM\IMIPENEM,0,24,205,36820,,,,
CILASTATIN\CILASTATIN SODIUM\IMIPENEM,0,0,205,36844,,,,
CILASTATIN\IMIPENEM ANHYDROUS\RELEBACTAM ANHYDROUS,0,0,205,36844,,,,
CILASTATIN\IMIPENEM\RELEBACTAM MONOHYDRATE,0,0,205,36844,,,,
CILAZAPRIL ANHYDROUS,0,0,205,36844,,,,
CILAZAPRIL ANHYDROUS\HYDROCHLOROTHIAZIDE,0,0,205,36844,,,,
CILAZAPRIL MONOHYDRATE,0,0,205,36844,,,,
CILAZAPRIL MONOHYDRATE\HYDROCHLOROTHIAZIDE,0,0,205,36844,,,,
CILENGITIDE,0,7,205,36837,,,,
CILGAVIMAB,0,0,205,36844,,,,
CILGAVIMAB\TIXAGEVIMAB,0,0,205,36844,,,,
CILNIDIPINE,0,7,205,36837,,,,
CILNIDIPINE\VALSARTAN,0,0,205,36844,,,,
CILOFEXOR,0,0,205,36844,,,,
CILOSTAZOL,0,14,205,36830,,,,
CILTACABTAGENE AUTOLEUCEL,0,0,205,36844,,,,
CIMETIDINE,0,87,205,36757,,,,
CIMETIDINE HYDROCHLORIDE,0,3,205,36841,,,,
CIMETIDINE\FAMOTIDINE\RANITIDINE HYDROCHLORIDE,0,0,205,36844,,,,
CIMETIDINE\PROGLUMIDE,0,0,205,36844,,,,
CIMETIDINE\RANITIDINE HYDROCHLORIDE,0,0,205,36844,,,,
CIMETROPIUM,0,1,205,36843,,,,
CIMETROPIUM BROMIDE,0,4,205,36840,,,,
CINACALCET,0,0,205,36844,,,,
CINACALCET HYDROCHLORIDE,0,1,205,36843,,,,
CINACALCET\CINACALCET HYDROCHLORIDE,0,1,205,36843,,,,
CINCHONIDINE\CINCHONINE\QUINIDINE\QUININE,0,0,205,36844,,,,
CINCHONINE,0,0,205,36844,,,,
CINEPAZIDE,0,0,205,36844,,,,
CINEPAZIDE MALEATE,0,0,205,36844,,,,
CINITAPRIDE,0,0,205,36844,,,,
CINITAPRIDE TARTRATE,0,0,205,36844,,,,
CINNAMALDEHYDE,0,0,205,36844,,,,
CINNAMON,0,0,205,36844,,,,
CINNAMON OIL,0,0,205,36844,,,,
CINNAMON\HERBALS,0,0,205,36844,,,,
CINNAMYL ALCOHOL\HERBALS,0,0,205,36844,,,,
CINNARIZINE,0,1,205,36843,,,,
CINNARIZINE\DIMENHYDRINATE,0,0,205,36844,,,,
CINOBUFAGIN,0,0,205,36844,,,,
CINOBUFOTALIN,0,0,205,36844,,,,
CINOLAZEPAM,0,0,205,36844,,,,
CINOXACIN,0,0,205,36844,,,,
CINREBAFUSP ALFA,0,0,205,36844,,,,
CIPROCINONIDE,0,0,205,36844,,,,
CIPROFIBRATE,0,1,205,36843,,,,
CIPROFLOXACIN,0,313,205,36531,,,,
CIPROFLOXACIN HYDROCHLORIDE,0,31,205,36813,,,,
CIPROFLOXACIN HYDROCHLORIDE\DEXAMETHASONE,0,0,205,36844,,,,
CIPROFLOXACIN HYDROCHLORIDE\DEXTROSE,0,0,205,36844,,,,
CIPROFLOXACIN HYDROCHLORIDE\HYDROCORTISONE,0,0,205,36844,,,,
CIPROFLOXACIN LACTATE,0,0,205,36844,,,,
CIPROFLOXACIN LACTATE\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
CIPROFLOXACIN\CIPROFLOXACIN HYDROCHLORIDE,0,0,205,36844,,,,
CIPROFLOXACIN\DEXAMETHASONE,0,0,205,36844,,,,
CIPROFLOXACIN\FLUOCINOLONE ACETONIDE,0,0,205,36844,,,,
CIPROFLOXACIN\HYDROCORTISONE,0,0,205,36844,,,,
CIPROFLOXACIN\TINIDAZOLE,0,0,205,36844,,,,
CIRMTUZUMAB,0,0,205,36844,,,,
CISAPRIDE,0,0,205,36844,,,,
CISAPRIDE MONOHYDRATE,0,0,205,36844,,,,
CISATRACURIUM,0,1,205,36843,,,,
CISATRACURIUM BESYLATE,0,2,205,36842,,,,
CISPLATIN,205,36844,0,0,,,,
CISPLATIN\CYCLOPHOSPHAMIDE\DEXAMETHASONE\ETOPOSIDE,0,0,205,36844,,,,
CISPLATIN\CYTARABINE\DEXAMETHASONE,0,11,205,36833,,,,
CISPLATIN\CYTARABINE\ETOPOSIDE\METHYLPREDNISOLONE (ESHAP),0,14,205,36830,,,,
CISPLATIN\CYTARABINE\ETOPOSIDE\METYLPREDNISOLONE\RITUXIMAB,0,0,205,36844,,,,
CISPLATIN\ETOPOSIDE,0,0,205,36844,,,,
CISPLATIN\PACLITAXEL,0,9,205,36835,,,,
CISPLATIN\PEMETREXED,0,0,205,36844,,,,
CITALOPRAM HYDROBROMIDE,0,85,205,36759,,,,
CITALOPRAM HYDROBROMIDE OR CITALOPRAM HYDROCHLORIDE OR ESCITALOPRAM OXALATE,0,0,205,36844,,,,
CITALOPRAM HYDROCHLORIDE,0,0,205,36844,,,,
CITARINOSTAT,0,0,205,36844,,,,
CITICOLINE,0,0,205,36844,,,,
CITICOLINE SODIUM,0,0,205,36844,,,,
CITRAL,0,0,205,36844,,,,
CITRATE PHOSPHATE DEXTROSE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\CITRONELLYL ACETATE\ISOPROPYL ALCOHOL\METHYL SALICYLATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\DEXTROSE MONOHYDRATE\SODIUM CITRATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\DEXTROSE\POTASSIUM CATION\SODIUM CHLORIDE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\DEXTROSE\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\DEXTROSE\POTASSIUM CITRATE\SODIUM CHLORIDE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\DEXTROSE\SODIUM CITRATE,0,2,205,36842,,,,
"CITRIC ACID MONOHYDRATE\DEXTROSE\SODIUM CITRATE\SODIUM PHOSPHATE, MONOBASIC",0,0,205,36844,,,,
"CITRIC ACID MONOHYDRATE\DEXTROSE\SODIUM PHOSPHATE\SODIUM PHOSPHATE, MONOBASIC",0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\DIMETHICONE\SODIUM BICARBONATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\GLUCONOLACTONE\MAGNESIUM CARBONATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\GLYCERIN\SORBITOL,0,0,205,36844,,,,
"CITRIC ACID MONOHYDRATE\LACTIC ACID, L-\POTASSIUM BITARTRATE",0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\MAGNESIUM CARBONATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\MAGNESIUM OXIDE\SODIUM CARBONATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\MAGNESIUM OXIDE\SODIUM PICOSULFATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\MAGNESIUM SULFATE\SODIUM BICARBONATE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\METHYLCELLULOSE,0,0,205,36844,,,,
CITRIC ACID MONOHYDRATE\POTASSIUM BICARBONATE\POTASSIUM CITRATE,0,1,205,36843,,,,
